ID,1Y,2Y,3Y,4Y,5Y,7Y,10Y,15Y,20Y,25Y
2008-12-31,1.850288,2.135570,2.434320,2.699029,2.923771,3.270207,3.601219,3.845773,3.883634,3.822397
2008-12-30,1.844579,2.139952,2.437146,2.699363,2.922644,3.268685,3.601130,3.847234,3.884940,3.822716
2008-12-29,1.818653,2.132258,2.434718,2.696169,2.917155,3.259413,3.589542,3.835225,3.873369,3.811580
2008-12-24,1.872104,2.156863,2.447199,2.705484,2.926366,3.269561,3.599857,3.845328,3.884116,3.823495
2008-12-23,1.866808,2.164336,2.451108,2.705411,2.924321,3.267588,3.600525,3.848113,3.886036,3.823223
2008-12-22,1.875102,2.163897,2.456679,2.714915,2.934477,3.274093,3.599548,3.839094,3.873647,3.809748
2008-12-19,1.898443,2.178771,2.469265,2.728170,2.949259,3.291676,3.619553,3.860913,3.896422,3.833206
2008-12-18,1.924357,2.232010,2.536942,2.794025,3.006424,3.328403,3.632056,3.849348,3.872141,3.801671
2008-12-17,1.937635,2.259259,2.571250,2.826039,3.033404,3.346963,3.647483,3.876331,3.918376,3.867644
2008-12-16,2.066936,2.431902,2.732318,2.968340,3.160874,3.456853,3.748173,3.980676,4.034279,3.996611
2008-12-15,2.104512,2.466323,2.763931,3.000353,3.195091,3.497625,3.799835,4.048609,4.115367,4.088514
2008-12-12,2.086501,2.455492,2.753702,2.983275,3.168585,3.452320,3.733437,3.965152,4.028133,4.003430
2008-12-11,2.106164,2.492642,2.792027,3.018198,3.199240,3.474752,3.746125,3.967984,4.026278,3.999695
2008-12-10,2.129562,2.539024,2.832504,3.049452,3.222061,3.483970,3.741507,3.951787,4.006476,3.980152
2008-12-09,2.170693,2.556855,2.836757,3.046067,3.213463,3.467439,3.714561,3.908168,3.947366,3.907148
2008-12-08,2.110702,2.464990,2.744888,2.958610,3.129725,3.387396,3.632553,3.811721,3.831230,3.770579
2008-12-05,2.056937,2.390103,2.675612,2.896454,3.072323,3.334143,3.578932,3.752295,3.766417,3.703015
2008-12-04,1.973978,2.296260,2.598861,2.835958,3.022080,3.290187,3.524495,3.659708,3.630146,3.525246
